date,action,symbol,price,shares,value
2023-05-24,BUY,META,249.21,802.536,200000.0
2023-05-24,BUY,AMD,108.27,1847.2338,200000.0
2023-05-24,BUY,CRWD,149.2,1340.4826,200000.0
2023-05-24,BUY,FER,31.22,6406.15,200000.0
2023-08-17,SELL,AMD,104.44,1847.2338,192925.11
2023-08-17,BUY,CSCO,54.73,3751.1719,205301.64
2023-08-22,SELL,FER,30.0,6406.15,192184.5
2023-08-23,BUY,APP,40.18,5131.9265,206200.81
2023-10-20,SELL,CSCO,52.93,3751.1719,198549.53
2023-10-24,BUY,MSTR,42.487,5008.8048,212809.09
2023-10-26,SELL,META,288.35,802.536,231411.26
2023-10-31,BUY,TMUS,143.86,1424.996,204999.93
2023-11-30,SELL,APP,37.48,5131.9265,192344.6
2023-11-30,BUY,PDD,147.44,1570.3398,231530.91
2024-01-11,SELL,MSTR,53.618,5008.8048,268562.1
2024-01-11,BUY,SHOP,81.3,3106.3972,252550.1
2024-02-05,SELL,PDD,121.14,1570.3398,190230.96
2024-02-05,BUY,NVDA,69.332,3574.5653,247831.76
2024-04-03,SELL,SHOP,75.64,3106.3972,234967.88
2024-04-03,BUY,APP,72.86,3613.4019,263272.46
2024-04-12,SELL,TMUS,160.05,1424.996,228070.62
2024-04-19,SELL,CRWD,282.64,1340.4826,378874.02
2024-04-19,BUY,KHC,37.78,6317.8134,238686.98
2024-04-22,BUY,PEP,176.46,1372.8165,242247.21
2024-05-01,SELL,KHC,36.28,6317.8134,229210.26
2024-05-01,BUY,AEP,88.15,2760.4507,243333.73
2024-05-30,SELL,PEP,170.48,1372.8165,234037.75
2024-05-30,BUY,INSM,56.98,4753.1216,270832.87
2024-07-25,SELL,APP,76.17,3613.4019,275232.81
2024-07-25,BUY,GILD,76.51,3768.6374,288338.46
2024-07-30,SELL,NVDA,103.73,3574.5653,370789.67
2024-07-30,BUY,CHTR,383.07,738.8716,283039.56
2024-10-21,SELL,CHTR,315.41,738.8716,233047.5
2024-10-21,BUY,APP,158.85,1760.69,279685.61
2024-10-24,SELL,INSM,71.71,4753.1216,340846.34
2024-10-24,BUY,PLTR,43.56,6440.5176,280548.96
2024-11-06,SELL,AEP,96.25,2760.4507,265693.38
2024-11-06,BUY,LITE,71.97,4164.2747,299702.86
2024-12-10,SELL,APP,321.06,1760.69,565287.11
2024-12-10,BUY,TSLA,400.99,962.7099,386037.04
2025-01-02,SELL,TSLA,379.28,962.7099,365136.61
2025-01-06,BUY,GOOGL,196.87,1982.3706,390269.3
2025-01-13,SELL,PLTR,64.98,6440.5176,418504.86
2025-01-14,BUY,BKR,45.07,8177.3245,368552.01
2025-01-15,BUY,ISRG,580.11,647.6299,375696.55
2025-01-27,SELL,LITE,74.17,4164.2747,308864.25
2025-02-21,SELL,GOOGL,179.66,1982.3706,356152.72
2025-02-21,BUY,PDD,131.34,2832.1216,371970.84
2025-03-03,SELL,PDD,112.6,2832.1216,318896.88
2025-03-03,BUY,EXC,44.55,8064.6655,359280.84
2025-03-05,SELL,BKR,42.32,8177.3245,346064.37
2025-03-05,BUY,AMGN,316.57,1121.0012,354875.37
2025-03-06,SELL,ISRG,538.57,647.6299,348794.02
2025-04-08,SELL,AMGN,280.26,1121.0012,314171.82
2025-05-06,SELL,GILD,97.88,3768.6374,368874.22
2025-05-12,BUY,MNST,61.36,5375.9129,329866.02
2025-05-12,BUY,MELI,2504.6101,131.7035,329866.02
2025-05-12,BUY,INTU,662.3,498.0613,329866.02
2025-05-14,SELL,EXC,42.25,8064.6655,340732.12
2025-05-14,BUY,CHTR,413.86,791.7981,327693.56
2025-07-10,SELL,MNST,59.17,5375.9129,318092.76
2025-07-10,BUY,MCHP,75.08,4380.4417,328883.57
2025-07-16,SELL,CHTR,379.62,791.7981,300582.4
2025-07-16,BUY,LITE,99.63,3263.0439,325097.06
2025-08-06,SELL,MELI,2317.22,131.7035,305186.08
2025-08-06,BUY,ALNY,428.14,759.2879,325081.52
2025-08-19,SELL,INTU,701.03,498.0613,349155.96
2025-08-19,BUY,INTC,25.31,12866.3059,325646.19
2025-09-15,SELL,MCHP,63.17,4380.4417,276712.49
2025-09-15,BUY,WBD,19.46,18314.7209,356404.45
2025-11-25,SELL,ALNY,429.8,759.2879,326341.92
2025-11-25,BUY,AMAT,242.46,1949.852,472761.14
2026-01-26,SELL,INTC,42.49,12866.3059,546689.36
2026-01-26,BUY,STX,358.29,1579.6657,565978.45
2026-03-06,SELL,LITE,558.44,3263.0439,1822214.26
2026-03-06,SELL,STX,352.8,1579.6657,557306.05
2026-03-06,BUY,FANG,180.54,3945.1233,712252.54
2026-03-09,BUY,SBUX,99.77,7204.3113,718774.11
2026-03-09,BUY,MRVL,92.65,7757.9504,718774.11
2026-03-27,SELL,SBUX,86.81,7204.3113,625406.25
2026-04-08,BUY,LITE,896.02,841.4474,753953.73
2026-04-10,SELL,WBD,27.44,18314.7209,502555.95
